id,text,type
NSEBRFEngs07,Enterprise unit - Balance sheet according to Structural Business Statistics by NACE Rev. 2. Year 2022,t
NSERRStklFEngs07,Enterprise unit - Income statement according to Structural Business Statistics by NACE Rev. 2 and size class. Year 2022,t
NSEBRstklFEngs07,Enterprise unit - Balance sheet according to Structural Business Statistics by NACE Rev. 2 and size class. Year 2022,t
NSEBasfaktaVEngs07,Kind-of-activity unit - Basic data by kind-of-activity unit according to Structural Business Statistics by NACE Rev. 2. Year 2022,t
NSEIKlpVEngs07,"Kind-of-activity unit - Income and costs by kind-of-activity unit according to Structural Business Statistics by NACE Rev. 2, current prices. Year 2022",t
NSEBasfaktaLVEngs07,Local kind-of-activity unit - Regional basic data for kind-of-activity unit according to Structural Business Statistics by region (county) and NACE Rev. 2. Year 2022,t
BasfaktaFEngs07,Enterprise unit - Basic data enterprises according to Structural Business Statistics by NACE Rev. 2. Year 2000 - 2021,t
BasfaktaStorlekFEK07,Enterprise unit - Basic data enterprises according to Structural Business Statistics by NACE Rev. 2 and company size. Year 2007 - 2021,t
FeBasEU,Enterprise unit - Basic data for special aggregates according to the EU Regulation for Structural Business Statistics (Commission regulation (EC) No 251/2009). Year 2013 - 2021,t
ResultatFEngs07,Enterprise unit - Income statement according to Structural Business Statistics by NACE Rev. 2 Year 2000 - 2021,t
BalansFEngs07,Enterprise unit - Balance sheet according to Structural Business Statistics by NACE Rev. 2. Year 2000 - 2021,t
BasfVEindngs07,Kind of activity unit - Basic data by kind-of-activity unit according to Structural Business Statistics by NACE Rev. 2. Year 2000 - 2021,t
IntVEngs07,Kind of activity unit - Income by kind-of-activity unit according to Structural Business Statistics by NACE Rev. 2 and type of income. Year 2000 - 2021,t
KostVEngs07,Kind of activity unit - Costs by kind-of-activity unit according to Structual Business Statistics by NACE Rev. 2 and type of cost. Year 2000 - 2021,t
RegionalBasf07,Local kind of activity unit- Regional basic data for kind-of-activity unit according to Structural Business Statistics by region (county) and NACE Rev. 2. Year 2007 - 2021,t
Regionalinv07,Local kind of activity unit - Regional investments by kind-of-activity according to Structural Business Statistics by region (county) and NACE Rev. 2. Year 2007 - 2021,t
AiTeknikerTyp,Use of AI techniques by type of technology. Share of enterprises. Year 2021 - 2023,t
AiTeknikerForv,Use of AI software or systems by way of acquiring them. Share of enterprises. Year 2021 - 2023,t
AiTeknikerOvervagt,Enterprises that have considered using AI technologies. Share of enterprises. Year 2021 - 2023,t
AiTeknikerAvstatt,Reasons why enterprises have refrained from using AI technologies. Share of enterprises. Year 2021 - 2023,t
AiTeknikerAndamal,Use of artificial intelligence by purpose. Share of enterprises. Year 2021,t
AITab01,"Usage of AI based software or system by purpose and region, size class, or industry. Share of enterprises using AI. Year 2021 - 2023",t
ForetagBigDataKalla,Analysis of big data by type of data sources and study domain. share of enterprises. Year 2017,t
ForetagBigDataUtfor,Analysis of big data sorted by type of performer and accounting group. Percentage of employees. Year 2017,t
ForetagBigData,Enterprises that have at least once considered performing big data analysis. Share of enterprises. Year 2020,t
BDAnnatForetag,Analysis of big data performed by another enterprise or organisation by study domain. Share of enterprises. Year 2019,t
ForetagBigDataKallaN,Analysis of big data by type of datasource and study domain. share of enterprises.  Year 2019,t
TillgangBigData,Access to own big data that enterprises sold. Share of enterprises. Year 2019,t
TillgangBigDataKop,Access to big data that enterprises bought. Share of enterprises. Year 2019,t
AndIOT,Use of interconnected devices or systems that can be monitored or remotely controlled via the Internet (Internet of Things) by study domain. Share of enterprises. Year 2020 - 2021,t
AnvITsakerhet,Use of measures linked to ICT-security by type of measure and accounting group. Share of enterprises .Year 2019,t
InfoDelning,Informing employees about their obligations in ICT security related issues by ways of informing and accounting group. Share of enterprises. Year 2019 - 2022,t
UtforareSakerhet,Main provider of the enterprises activities linked to ICT security by accounting group. Share of enterprises. Year 2018 - 2022,t
StyrdokumentSakerhet,"Has documents on measures, practices or procedures on ICT security. Share of enterprises. Year 2019 - 2022",t
FramtagningStyrdok,"Defining or updating of documents on measures, practices or procedures on ICT security by accounting group. Share of enterprises. Year 2019 - 2022",t
ProblemDriftSakerhet,Problems related to ICT operations or ICT security that the enterprise experienced at least once. Share of enterprises. Year 2018,t
ForsakringSakerhet,Has an insurance against ICT security incidents. Share of enterprises. Year 2019 - 2022,t
AnvITsakerhetNT2,ICT related security incidents that led to consequences by type of consequence and study domain. Share of enterprises. Year 2021,t
ForetagAnvRobotTyp,Use of robots by type of robot and accounting group. Share of companies. Year 2018 - 2022,t
ForetagAnvRobotSyfte,"Use of service robots by purpose and study domain, share of enterprises. Year 2018 - 2020",t
ForetagRobotAnv,Use of robots in enterprises by study domain. Share of enterprises. Year 2022,t
AnvRobotHuvudSyfte,Reasons that influence the decision to use robots by type of reason and study domain. Share of enterprises. Year 2022,t
ForetagAnv3DAgande,Use of 3D-printer by type of ownership/service and study domain. Share of enterprises. Year 2017 - 2019,t
ForetagAnv3DSyfte,Use of 3D-printer by purpose and study domain. Share of enterprises. Year 2017 - 2019,t
AffarB,Services available on the website by type of service and accounting group. Share of enterprises. Year 2014 - 2023,t
FakturorEP,Sent invoices by recipient and study account inggroup. Share of enterprises. Year 2015 - 2016,t
ForetagAutoInfo,"Automated information exchange within the enterprise, by system and accounting group. Share of enteprises. Year 2014 - 2021",t
ForetagInfoElektr,Share information electronically with customers and/or suppliers regarding stock availability by sharing method and accounting group. Share of enterprises. Year 2014 - 2017,t
ForetagRFID,"Use of radio frequency identification, RFID, by purpose and accounting group. Share of enterprises. Year 2014 - 2017",t
ForetagFakturorTyp,Invoices that enterprises sent by type and accounting group. Share of enterprises. Year 2019 - 2022,t
ElektroAffarTab01,"Mobile app for customers by region, size class, or industry . Share of enterprises with 10 or more employees. Year 2023",t
ElektroAffarTab02,"Usage of software within the enterprise by system and region, size class, or industry. Share of enterprises with 10 or more employees. Year 2023",t
ElektroAffarTab03,"Share data electronically with suppliers or customers linked to SCM (Supply Chain Management) by region, size class, or industry. Share of enterprises with 10 or more employees. Year 2023",t
ElektroAffarTab04,"Perform data analytics by type of performer and region, size class, or industry. Share of enterprises with 10 or more employees. Year 2023",t
ElektroAffarTab05,"Enterprise performs data analytics by type of data source and region, size class, or industry. Share of enterprises whose own employees perform data analytics. Year 2023",t
ElektroAffarTab06,"Trading of data by region, size class, or industry. Share of enterprise with 10 or more employees. Year 2022",t
AnvDatorArbredskap,"Use of portable devices with mobile internet connection for business purposes, by type of equipment and accounting group. Share of employees. Year 2016 - 2018",t
ForetagDat,"Computer use, by accounting group. Share of enterprises. Year 2014 - 2017",t
AnvDatorUtrustningN,"Computer use, by type of equipment and accounting group. Percentage of employees.  Year 2014 - 2022",t
ForetagTillgInternet,"Access to the internet, by type of connection and accounting group. Share of enterprises. Year 2014 - 2023",t
ForetagAnslutning,Fixed internet connection by intervals of lower speed of connection and study domain. Share of enterprises. Year 2014 - 2019,t
AnvHastighet,Use of a fixed line connection with a speed that is normally sufficient for the needs of enterprises by study domain. Share of enterprises. Year 2020,t
ForetagMyndh,Use of the internet in contact with authorities by purpose and accounting group. Share of enterprises. Year 2016 - 2017,t
ForetagUpphandlN,"Use of the internet to access different services in government electronic procurement systems, by type of service and accounting group. Share of enterprises . Year 2015 - 2017",t
ForetagWebb,"Has a website, by reporting group. Share of enterprises. Year 2014 - 2023",t
AnvRostVideo,Use of voice or video call applications over the internet for business purposes. Share of enterprises. Year 2019,t
AnvInfoReklam,Use of information on visitor behavior on the site in order to customize advertising or improve customer satisfaction. Share of enterprises. Year 2019,t
ForetagAnslutningN,Fixed internet connection by intervals of higher speed of connection and study domain. Share of enterprises. Year 2020 - 2023,t
AnstInternetN,"Use of computers connected to the internet, by accounting group. Percentage of employees. Year 2014 - 2023",t
ForetagDigMotenRiFTj,Enterprises favouring remote meetings instead of business traveling by study domain. Share of enterprises. Year 2022,t
ForetagDigMotenRiSak,Enterprises having ICT security guidelines for conducting remote meetings by study domain. Share of enterprises. Year 2022,t
ForetagDigMoten,Enterprises conducting remote meetings by study domain. Share of enterprises. Year 2022,t
FjarranslFoGerAnst,"Enterprises who allows employees to have remote access to email, documents, or business applications by study domain. Share of enterprises. Year 2022",t
FjarranslHAtkDok,Employees having remote access to the enterprise´s document or applications by study domain. Share of enterprises´employees. Year 2022,t
FjarranslHAtkEpost,Employees having remote access to enterprise´s e-mail system by study domain. Share of enterprises´ employees. Year 2022,t
FjarranslHRikt,Enterprises having ICT security guidelines for remote access by study domain. Share of enterprises. Year 2022,t
SMPL,"Use of social media, by type of platform and accounting group. Share of enterprises. Year 2014 - 2023",t
SMAndamal,"Use of social media, by purpose and accounting group. Share of enterprises. Year 2015 - 2019",t
ITspecPerskat,"IT specialists and staff involved in software development, by personnel category and accounting group. Share of enterprises. Year 2013 - 2022",t
ITSpecialistFunktion,Main provider of IT functions by accounting group. Share of enterprises. Year 2014 - 2017,t
ITspecMalgruppN,"IT-related training for employees, by education target group and accounting group. Share of enterprises . Year 2013 - 2021",t
ITspecRekryteringN,"IT specialists, by recruitment needs and accounting group. Share of enterprises . Year 2013 - 2021",t
ITUtforare,Main provider of IT functions by type of provider. Share of enterprises. Year 2018 - 2021,t
ForetagBetAnnons,Targeted ads on the internet by ad type and accounting group. Share of enterprises. Year 2018,t
ForetagEHandel,"E-commerce, by activity and accounting group. Share of enterprises. Year 2013 - 2022",t
ForetagEHandelInkop,"E-commerce purchases (the order value of which was at least one percent of the enterprise´s total purchases), by  accounting group. Share of enteprises. Year 2013 - 2016",t
ForetagOnOff,Online and offline payment for web sales by payment method and accounting group. Share of enterprises. Year 2014 - 2016,t
ForetagProblemFors,"Problems in sales to other EU countries, by type of problem and accounting group. Share of enterprises. Year 2016 - 2021",t
ForetagOmsEHandelN,Turnover from e-commerce by type of order and accounting group. Share of enterprises´ total sales . Year 2013 - 2022,t
OmsatEHandel,Turnover from e-commerce by geographic area and accounting group. Share of enterprises´ total sales. Year 2020 - 2021,t
Distansarbete,"Telework, by accounting group. Share of enterprises. Year 2014 - 2020",t
Miljopolicy,"Has environmental policy or equivalent to reduce environmental impact, by action and accounting group. Share of enterprises. Year 2014 - 2020",t
ITlosning,"IT solutions to reduce energy consumption, by measure and accounting group. Share of enterprises. Year 2014 - 2020",t
ITMiljo01,Enterprises measures to affect amount of paper or energy consumption by study domain. Share of enterprises. Year 2022 - 2023,t
ITMiljo02,Enterprises considerations to the environmental impact of ICT services when selecting them by study domain. Share of enterprises. Year 2022 - 2023,t
ITMiljo03,Enterprises handling of ICT equipment when it is no longer used by type of measure and study domain. Share of enterprises. Year 2022 - 2023,t
EmpmdpctSNI07,Share of employees in enterprises (with 10 or more employees) who are provided with a portable device with mobile internet connection by industrial classification NACE Rev. 2. Year 2012 - 2013,t
EmpmdpctSTL,Share of employees in enterprises (with 10 or more employees) who are provided with a portable device with mobile internet connection by size class. Year 2012 - 2013,t
ItlosningSNI07,Share of enterprises with 10 employees or more that use ICT solutions as a tool to reduce the enterprise´s energy consumption by type of method and industrial classification NACE Rev. 2. Year 2012 - 2016,t
ItlosningSTL,Share of enterprises with 10 employees or more that use ICT solutions as a tool to reduce the enterprise´s energy consumption by type of method and size class. Year 2012 - 2016,t
AERPSNI07,Usage of ERP software by industrial classification NACE Rev. 2. Share of enterprises. Year 2009 - 2014,t
AERPSTL,Usage of ERP software by size class (3 size classes). Share of enterprises. Year 2008 - 2014,t
ACRMSNI07, 2009 - 2014,t
